project_id,project_number,project_name,url,land_required_ha,land_available_ha,land_to_be_acquired_ha,land_acquired_ha
57818,MO/2018/57818,Consultancy Services for feasibility study and preparation of Detailed Project Report for improvement and Up-gradation of in principle declared National Highways in the state of Uttar Pradesh Pkg-X strech (ii) Maharajganj- Nichlaul-Thuthibari Road कंसल्टेंसी सर्विसेज फॉर फिजिबिलिटी स्टडी एंड प्रिपरेशन ऑफ़ डिटेल्ड प्रोजेक्ट रिपोर्ट फॉर इम्प्रूवमेंट एंड अप-ग्रेडेशन ऑफ़ इन प्रिंसिपल डिक्लेयरड नेशनल हाइवेज इन द स्टेट ऑफ़ उत्तर प्रदेश पैकेज - X stretch (ii) महाराजगंज- निचलौल-ठूठीबारी रोड,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57818,116.237,103.775,12.462,0.0
57819,MO/2018/57819,"Project Details Rehabilitation and Upgrading to 2 lanes /2 lanes with paved Shoulders Configuration and Strengthening of Hamirpur to Mandi section ( 141/0 to 265/0 ) of NH -70 in the state of Himachal Pradesh . हिमाचल प्रदेश राज्य में राष्ट्रीय राजमार्ग संख्या 70 पर हमीरपुर से मंडी (कि. मी. 141/0 से to 265/0) तक सुदृढ़ीकरण के साथ 2 लेन / 2 लेनों के लिए पक्की विन्यास और सुदृढ़ीकरण, पुनर्वास और उन्नयन",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57819,255.6768,95.198,160.4788,1.61391
57825,MO/2018/57825,Detailed Project Report (DPR)/Feasibility study for 4 Package(2 New declared NH & 2 In principle NH) in the State of Madhya Pradesh during 2016-2017 (sanctioned issued under Ministryâ€™s letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- regarding revised technical approval. (Hoshangabad- Pipariya Road Chainage k.m. 0+000 to 71+300)111 डिटेल्ड प्रोजेक्ट रिर्पोट डीपीआर फिजिबिलिटी स्टडी फाॅर पैकेज 2 न्यू डिक्लेयरड एन एच एण्ड 2 इन प्रिंसिपल एन एच इन द स्टेट आॅफ मध्यप्रदेश ड्यूरिंग 2016-17 सेंक्शनड ड्यूरिंग अंडर मिनिस्टरी लेटर नं. आरडब्लयू/एनएच.12037/06/2016/एमआईएससी/एमपी/पी-5 डेटेड 30.03.2017 रिगार्डिंग रिवाइज्ड टेक्निकल एप्रवूवल( होशंगाबाद - पिपरिया रोड चैनेज कि.मी. 0+000 टू 71+300 कि.मी.),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57825,189.326,127.125,62.201,0.0
57826,MO/2018/57826,Widening of two lane with Paved shoulders from KM. 24.600 to KM 70.063 of Mudigere to Kadur section of NH-173 विडेनिंग ऑफ़ तवो लेन विथ पवेद शोल्डर्स फ्रॉम km. 24.६०० तो कम 70.०६३ ऑफ़ मुदिगेरे तो कदर सेक्शन ऑफ़ NH-१७३,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57826,99.0,80.37,18.63,0.0
57830,MO/2018/57830,Upgradation of Newly declared National highway no. 168A to two lane with paved shoulder configuration between km 11/800 to 33/600 (package-iii) (rajsthan/gujarat boarder at nenava - dhanera section) in the state of gujarat. उपग्रडेशन ऑफ़ नेवली डेक्लारेड़ नेशनल हाईवे नंबर. १६८अ तो तवो लेन विथ पवेद शोल्डर कॉन्फ़िगरेशन बिटवीन कम 11/८०० तो 33/६०० (पैकेज-iii) (राजस्थान/गुजरात बोर्डेर ात नेनवा - धानेरा सेक्शन) इन थे स्टेट ऑफ़ गुजरात,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57830,59.577,40.8534,18.7236,0.2339
57832,MO/2018/57832,Construction of 4-lane ROB (Twins 2-lanes) and its approaches in replacement of level crossing at km 3.950 of NH-2B (Railway km 226/0) at Talit in West Bengal पश्चिम बंगाल में तालिट में एनएच -2 बी (रेलवे किमी 226/0) के 3.950 किमी के स्तर पार करने के प्रतिस्थापन में 4-लेन आरओबी (जुड़वां 2-लेन) का निर्माण और इसके दृष्टिकोण।,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57832,13.0271555,0.0,13.0271555,0.0
57833,MO/2018/57833,Upgradation of new National Highway no. 168 to Two Lane with paved side shoulder configurationj between km 0.0 to 41.300 and km 43.250 to 68.174 (Tharad-Dhanera_panthawada section) including improvement of section of existing road (@chainage 41.300 to 42.420 ) in the state of Gujarat उपग्रडेशन ऑफ़ नईनेशनल हाईवे नंबर १६८ तो तवो लेन विथ पवेद साइड शोल्डर कॉन्फ़िगरेशंज बिटवीन कम 0.० तो 41.३०० एंड कम 43.२५० तो 68.१७४ ( थराड-धनेरा-पंथवाड़ा सेक्शन ) इन्क्लूडिंग इम्प्रूवमेंट ऑफ़ सेक्शन ऑफ़ एक्सिस्टिंग रोड (@चैनगे 41.३०० तो 42.४२० ) इन थे स्टेट ऑफ़ गुजरात,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57833,202.0,159.6841,42.3159,0.5614
57837,MO/2018/57837,Widening to two/four lane with paved shoulders from Km.0.00 to Km.54.370 (MH Border to Bidar) section of NH50 in the state of Karnataka(Job.No.NH-50-KNT-2016-17-823) विडेनिंग तो two/फोर lane with paved शोल्डर्स फ्रॉम Km.0.०० तो Km.54.३७० (मह बॉर्डर तो Bidar) सेक्शन ऑफ़ ंह५० इन थे स्टेट ऑफ़ Karnataka(Job.No.NH-50-KNT-2016-17-823),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57837,245.2,230.665,14.535,0.0
57839,MO/2018/57839,Widening to two/four lane with paved shoulders from Km.54.370 to 101.400 of NH50 of Bidar Humnabad section in the state of Karnataka (Job No.NH-50-KNT-2016-17-816) विडेनिंग तो two/फोर लेन विथ पवेद शोल्डर्स फ्रॉम Km.54.३७० तो 101.४०० ऑफ़ ंह५० ऑफ़ बीदर हुमनाबाद सेक्शन इन थे स्टेट ऑफ़ कर्नाटक (जॉब No.NH-50-KNT-2016-17-816),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57839,245.0,178.605,66.395,1.0117
57843,MO/2018/57843,"Brief description of land to the acquired with or without structure falling within the stretch of land from Km. 0.000 to 92.935, of the National Highway No.82 (Gaya-Hisua-Rajgir-Biharsharif Section) in the districts of Gaya, Nawada, and Nalanda in the state of Bihar. बिहार राज्य के गया, नवादा एवं नालन्दा जिले में राष्ट्रीय राजमार्ग संo- 82 ( गया -हिसुआ - राजगीर -बिहारशरीफ खंड )के गया, नवादा, नालन्दा जिले में 0.00 कि0मी0 से 92.935 कि0मी0 तक के लिए अर्जन की जाने वाली संरचना रहित अथवा संरचना सहित भूमि का संक्षिप्त विवरण |",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57843,500.0,0.0,500.0,0.5501
57846,MO/2018/57846,"Establishment of NH-114A with a minimum of 2-Lane with paved shoulder configuration starting from Mansuba More on NH-60 to Sinrichura (Jharkhand border), total length of Road 14 km in the District of Birbhum, West Bengal(old) पश्चिम बंगाल राज्य के बीरभूम जिले में राष्ट्रीय राजमार्ग संख्या 114A को राष्ट्रीय राजमार्ग संख्या 60 के अपर मनसुबा मोर से सिंरिचुरा (झारखन्ड वडार) तक कुल लंबाई 14कि.मि नुन्यतम 2-लेन पेभ्ड सोलडार विन्यास के साथ स्थापना(OLD)",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57846,49.736,0.0,49.736,0.0
57847,MO/2018/57847,"Construction of ROB and its approaches in lieu of level crossing No. 21/SPL/E at km 338.600 of NH-60 in the district Birbhum, in the state of West Bengal पश्चिम बंगाल राज्य में बीरभूम जिले में एनएच -60 के किलोमीटर 338.600 के स्तर क्रॉसिंग सं। 21 / एसपीएल / ई के बदले आरओबी और उसके आश्रम का निर्माण",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57847,8.058,7.9163,0.1417,0.0
57851,MO/2018/57851,Construction of 2-lane Nayabazar-Legship Road in Sikkim under SARDP -NE Phase-A (24) कंस्ट्रक्शन ऑफ़ 2-लेन Nayabazar-लेग्शिप रोड इन सिक्किम अंडर सरदप -ने Phase-ा (24),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57851,68.1025,59.78,8.3225,0.0
57852,MO/2018/57852,widening to two/four lane with paved shoulders from Km.79.650 to Km.118.470 (End of Yadgir Bypass to Andhra Border)on NH-150 (Job No.NH-150-KNT-2016-17-817) विडेनिंग तो two/फोर लेन विथ पवेद शोल्डर्स फ्रॉम Km.79.६५० तो Km.118.४७० (एन्ड ऑफ़ यादगीर बाईपास तो आंध्र बॉर्डर Border)ों NH-१५० (जॉब,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57852,195.0,150.172,44.828,0.0
57853,MO/2018/57853,Widening to two/four lane with paved shoulder from Km.34.00 to Km.70.900 (Chittapur Cross to start of Yadgir Bypass) of NH-150 of Gulbarga-wadi-yadgir section in the state of karnataka(Job No.NH-150-KNT-2016-17-828) विडेनिंग तो two/फोर लव विथ पवेद शोल्डर फ्रॉम Km.34.०० तो Km.70.९०० (चित्तपुर क्रॉस तो स्टार्ट ऑफ़ यादगीर Bypass) ऑफ़ NH-१५० ऑफ़ Gulbarga-wadi-यादगीर सेक्शन इन थे स्टेट ऑफ़ karnataka(जॉब No.NH-150-KNT-2016-17-828),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57853,198.5,146.53,51.97,0.0
57857,MO/2018/57857,construction of Two Lane With Paved Shoulders Form Km 214.880 (EX.KM 215 .00 ) To KM 235 . 100 (EX. KM. 235.000 ) of Tekkalakote Sindegeri Village Section of NH-150A in the State of Karnataka (Job No.150A-KNT-2017-18-878) कंस्ट्रक्शन ओएफ ट्वो लेन विथ पेव्ड शोल्डर्स फॉर्म केऍम्‌ 214.880 (ईऍक्स्‌.केऍम्‌ 215 .00 ) टीओ केऍम्‌ 235 . 100 (ईऍक्स्‌. केऍम्‌. 235.000 ) ओएफ टेक्कलकोट सिंदेगेरी विलेज सेक्शन ओएफ ऍन्‌हॆच्‌-150ए आईएन थे स्टेट ओएफ कर्नाटक (जॉब नो.150ए-केऍन्‌टी-2017-18-878),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57857,80.0,40.0,40.0,0.0
57860,MO/2018/57860,Widening to 2 lane with paved shoulders from Km.87/00 to 133/720 (Nattukal to Thanau Jn. In Palakkad) of NH-966 (Old NH-213) on EPC mode under NH (O) in the State of Kerala Widening to 2 lane with paved shoulders from Km.87/00 to 133/720 (Nattukal to Thanau Jn. In Palakkad) of NH-966 (Old NH-213) on EPC mode under NH (O) in the State of Kerala,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57860,129.2489,123.9262,5.3227,0.0
57872,MO/2018/57872,Construction of ROB and its approaches in lieu of existing Level crossing (LC No C-124) at Km 181.00 on NH-709E at Loharu (Bhiwani) in the State of Haryana. हरियाणा राज्य में लोहारु (भिवानी) में राष्ट्रीय राजमार्ग-709ई0 पर कि0मी0 181.00 पर मौजूदा स्तर क्रॉसिंग (एल0सी0 संख्या सी-124) के बदले आरओबी और उसके पहुंच मार्गों का निर्माण।,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57872,1.3383,0.0,1.3383,0.0
57880,MO/2018/57880,Two Laning with Paved Shoulder of Paonta Sahib â€“ Gumma section from km 0.00 to km 97.00 of NH-72B in the State of Himachal Pradesh हिमाचल प्रदेश में राष्ट्रीय राजमार्ग संख्या 72बी के किमी 0.00 से किमी 97.00 पाँवटा साहिब से गुम्मा सेक्शन के दो लेन मय पेव्ड शोल्डर के उन्नयन कार्य हेतु,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57880,189.9563,140.519,49.4373,5.445631
57881,MO/2018/57881,Acquisition of Land for ring road in district Basti in the state of Uttar Pradesh. उत्तर प्रदेश राज्य के बस्ती जिले में रिंग रोड के निर्माण के लिए भूमि अधिग्रहण ।,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57881,250.0,0.0,250.0,3.428
57885,MO/2018/57885,"Construction of proposed bridge over Tarapur Khal at Chainage 270.153 km to 270.688 km of National Highway No.-60 in the District of Bankura, West Bengal पश्चिम बंगाल राज्य के बाँकुङा जिले में राष्ट्रीय राजमार्ग संख्या 60 के कि.मी.270.153 से कि.मी.270.688 तक का भूखंड में तारापुर खाल के ऊपर प्रस्ताबित सेतु का निर्माण",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57885,3.21,1.4,1.81,0.2771645
57891,MO/2018/57891,Rehabilitation and Upgradation of NH-167 From Design Km 157.707 to km 187.723 (Design length 30.016kms) two lane with paved shoulders ofAlinagar- Miryalaguda Section On EPC Mode In the State of Telangana रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ नह 167 फ्रॉम डिज़ाइन कम १५७ ७०७ टू कम १८७ ७२३ डिज़ाइन लेंथ ३० ०१६कम्स तवो लेन विद पेव्ड शोल्डर्स ोफालीनगर मिरयलागुड़ा सेक्शन ऑन एप्स मोड इन दे स्टेट ऑफ़ तेलंगाना,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57891,97.345,86.433,10.912,0.0
57893,MO/2018/57893,Construction of 2-lane Tarku - Damthang - Namchi Road in Sikkim under SARDP-NE Phase-A कंस्ट्रक्शन ऑफ़ 2-लेन तर्कु - दमथंग - नाम्ची रोड इन सिक्किम अंडर SARDP-ने Phase-ा,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57893,67.382,60.692,6.69,0.109
57894,MO/2018/57894,Rehabilitation and upgradation of NH-167 from design km 187.723 to km 234.434(Miryalguda to Kodad Section) to two lane with paved shoulders on EPC mode in the State of Telangana रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ NH-१६७ फ्रॉम डिज़ाइन कम 187.७२३ तो कम 234.434(मिरयालगुदा तो कोडेड Section) तो तवो लेन विथ पवेद शोल्डर्स ों एप्स मोड इन थे स्टेट ऑफ़ तेलंगाना,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57894,138.165,126.214,11.951,0.0
57897,MO/2018/57897,"Construction of five nos. minor bridges at km 132.60,km 144.89 , km 146.709 ,km 165.556 and km 174.25 of NH-60 in the State of West Bengal कंस्ट्रक्शन ऑफ़ फाइव nos. माइनर ब्रिड्जस ात कम 132.6o,कम 144.89 , कम 146.७०९ ,कम 165.५५६ एंड कम 174.२५ ऑफ़ NH-६० इन थे स्टेट ऑफ़ वेस्ट बंगाल",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57897,4.5,0.54,3.96,0.0
57921,MO/2018/57921,Rehabilitation and up gradation of the In - Principle approved National Highway stretch of Tumkur-Kortagere - Pavagada - Kalyanadurg from Km 75/0 to 89/2 and Km 120/590 to 152/000 in the state of Andhra Pradesh रिहैबिलिटेशन एंड अप ग्रेडेशन ऑफ़ द इन - प्रिंसिपल एप्रूव्ड नेशनल हाईवे स्ट्रेच ऑफ़ तुमकुर-कोरटागेरे - पावागडा - कल्याणदुर्ग फ्रॉम किमी . 75/0 टू 89/2 एंड किमी . 120/590 टू 152/000 इन द स्टेट ऑफ़ आंध्र प्रदेश,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57921,135.7,89.1,46.6,0.0
57926,MO/2018/57926,"Improvement to Gulbarga-Solapur section of NH-150 (Extension) from Karnataka/Maharashtra border Km. 70.682 to Akkalkot Km. 106.526, and strengthening of Dudhani (Km. 74.240 to Km. 77.420), Maindargi (Km. 89.084 to Km. 92.045) & Akkalkot (Km. 99.580 to Km. 106.526) village limits in the State of Maharashtra (PkgII). NH-150-MAH-2016-17-1010 Dated: 27.04.2016 27.04.२०१६",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57926,92.85,81.96,10.89,0.0
57929,MO/2018/57929,Construction of ROB and its approaches in lieu of Level Crossing No. 18 at NH km 620+600 (Design km 646+087 ) of NH-150A in the district of Mysore in the State of Karnataka कंस्ट्रक्शन ऑफ़ रॉब एंड इतस अप्प्रोचेस इन लिएउ ऑफ़ लेवल क्रासिंग No. १८ ात नह कम 620+६०० (डिज़ाइन कम 646+०८७ ) ऑफ़ NH-१५०ा इन थे डिस्ट्रिक्ट ऑफ़ मिसरे इन थे स्टेट ऑफ़ कर्नाटक,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57929,8.0,1.2439,6.7561,0.0
57932,MO/2018/57932,"Rehabilitation and Up-gradation of NH-116B to 2-Lane with Paved Shoulders configuration from Km. 64.700 to Km. 67.690, Km 69.821 to Km 79.270 and Km 81.044 to Km 82.103 (for Ramnagar Bypass and adjoining stretches) and Norghat Bridge राष्ट्रीय राजमार्ग -116 बी के 64.700 कि.मी. से 67.690 कि.मी., 69.821 कि.मी. से 79.270 कि.मी.एवं 81.044 कि.मी. से 82.103 कि.मी. तक (रामनगर बाईपास और उसके संलग्न हिस्सों) (पुनर्वास एवं उन्नत कर 2 लेन पक्के शोल्डर्स के साथ बनाना आदि) एवं नर्घाट पुल",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57932,70.0,0.0,70.0,0.6292998
57934,MO/2018/57934,"Rehabilitation and Up-gradation to 2-Lane with Paved Shoulders Configuration of Km. 0.000 to Km. 41.000 of NH-116B (Nandakumar-Contai-Digha-Chandaneswar Road) including re-alignments at Narghat Bridge, Kalinagar Bridge, Erinchi Bridge, and construction of Henria Bypass, Nachinda Bypass, in the district of Purba Medinipur, West Bengal पश्चिम बंगाल राज्य के पूर्वी मेदिनीपूर जिले में राष्ट्रीय राजमार्ग- 116 बी ( नंदकुमार- कौन्टाई- दीघा- चन्दनेश्वर सड़क) का पुनर्वास एवं उन्नत कर 2 लेन पक्के शोल्डर्स हेतु कि. मी. 0.000 से कि. मी. 41.000 तक मे नर्घाट पुल, कालीनगर पुल, ईडिंची पुल, हेंडिया उपमार्ग और नाचिंदा उपमार्ग के र्निर्माण के लिये",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57934,70.0,0.0,70.0,0.0
57936,MO/2018/57936,"Maintenance, management and operation of National Highway No NH-17(New NH-66) in the stretch of land â€œConstruction of four/six lane bridge including approaches across river Zuari on NH-17 in state of Goa Additional area एरिया",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57936,65.32,51.12,14.2,0.0385
57942,MO/2018/57942,"Establishment of Road Link of NH-80 from ch 282.600 km near Bewa Brdige at Jharkhand broder merging with NH-34 near Farakka in the district of Murshidabad , West Bengal पश्चिम बंगाल राज्य के मुर्शिदाबाद जिले में झारखंड सीमा पर स्थित बेवया पुल के पास राष्ट्रीय राजमार्ग संख्या -80 के 282.600 किमी से फ़ारक्का के निकट राष्ट्रीय राजमार्ग संख्या-34 तक सड़क की स्थापना",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57942,70.0,0.0,70.0,0.0
57943,MO/2018/57943,Rehabilitation and Up-gradation of Harpalpur-Sugira section (Km. 89.600 to 133.520) of NH-76 (New NH no. 339) in the State of Uttar Pradesh to two lane with paved shoulder under EPC mode. रा0मा0 सं0 76 (न्यू एन०एच ल० ३३९) के कि0मी0 ८९.६०० से १३३.५२० तक 2 लेन विथ पेव्ड शोल्डर पुर्नरूद्धार एवं उच्चीकरण कार्य,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57943,19.0265,0.0,19.0265,0.0
57944,MO/2018/57944,Rehabilitation and upgradation of NH - 78 ( NEW NH - 43 ) from KM 468 . 600 to KM 531 . 250 ( PATHALGAUON TO KUNKURI SECTION ) to two lane with paved shoulder in the state of chhattisgargh under NHDP - IV THROUGH epc basis contract रिहैबिलिटेशन एंड उपग्रडेशन ऑफ़ नह - ७८ ( नई नह - ४३ ) फ्रॉम कम ४६८ . ६०० तो कम ५३१ . २५० ( पथलगौओं तो कुनकुरी सेक्शन ) तो तवो लेन विथ पवेद शोल्डर इन थे स्टेट ऑफ़ च्छाट्तीसगर्ह अंडर नहड़प - िव थ्रू एप्स बेसिस कॉन्ट्रैक्ट,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57944,195.78,136.21,59.57,0.168
57951,MO/2018/57951,Widening to two lane with paved shoulders from km 646 . 324 (Old ch . KM . 603 .600 ) to km . 658 . 824 (Old ch . 616 . 100 ) and from 666 . 124 to Km . 669 . 124 Jewargi - Chamrajnagra section on NH-150A in the State of Karnataka विडेनिंग तो तवो लेन विथ पवेद शोल्डर्स फ्रॉम कम ६४६ . ३२४ (ओल्ड च . कम . ६०३ .६०० ) तो कम . ६५८ . ८२४ (ओल्ड च . ६१६ . १०० ) एंड फ्रॉम ६६६ . १२४ तो कम . ६६९ . १२४ जेवरगी - चमरजनगरा सेक्शन ों NH-१५०ा इन थे स्टेट ऑफ़ कर्नाटक,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57951,37.30744,33.67154,3.6359,0.0
57953,MO/2018/57953,Rehabilitation and Up-Gradation of NH - 165 from km 0/000 to 64 / 020 (Pamaru to Akiveedu section ) to two lane with paved shoulders in the state of Andhra Pradesh ( Package I from Km 0/000 to 64/020 ) रिहैबिलिटेशन एंड अप-ग्रेडेशन ऑफ़ एनएच - 165 फ्रॉम किमी . 0/000 टू किमी . 64 / 020 (पमारू टू अकीविदु सेक्शन) टु टू लेन विद पेव्ड शोल्डर्स इन द स्टेट ऑफ़ आंध्र प्रदेश (पैकेज 1 फ्रॉम किमी . 0/000 टू 64/020),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57953,290.453,108.779,181.674,0.0
57957,MO/2018/57957,Rehabilitation and augmentation of NH-222 from End of Malshej Ghat to Start of Ane Ghat section [km 101.000 to 161.570]in the State of Maharashtra to two-lanes with paved shoulders under NHDP-IV on EPC basis बेसिस,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57957,189.58,176.76,12.82,0.0
57967,MO/2018/57967,Detailed Project Report (DPR)/Feasibility for 4 package (2 New declared NH & 2 In Principle NH) in the State of Madhya Pradesh during 2016-2017 (Sanctioned issued under Ministrys letter no. RW/NH-12037/06/2016/Misc/MP/P-5 dated 30.03.2017) - regarding revised technical approval. K.m. 0.000 to 88.300 k.m. (Seoni to Balaghat Road) डिटेल्ड प्रोजेक्ट रिपोर्ट डीपीआर/फिजिबिलिटी फिजिबिलिटी स्टडी फॉर 4 पैकेज ( न्यू डिक्लेयरड एन .एच. ) इन द स्टेट ऑफ मध्यप्रदेश ड्यूरिंग 2016-17 (सेंक्शन इसूड अंडर मिनिस्ट्री लेटर नं. RW/NH- 12037/06/2016/Misc/MP/P-5 dated 30.03.2017)- रिगार्डिंग रिवाइज्ड टेक्निकल एप्रूवल. कि.मी.0.000 से 88.300 कि.मी. तक के (सिवनी से बालाघाट रोड),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57967,235.439,199.5,35.939,0.0
57968,MO/2018/57968,Estimate of rehabilitation and upgradation to two lanes with the paved shoulder of Nagaj-Vijapur section of NH-166Efrom Km. 0.00 to Km. 31.148 & 134.000 to Km. 151.350 on EPC mode in the State of Maharashtra महाराष्ट्र,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57968,127.56,110.547,17.013,0.0
57969,MO/2018/57969,Estimate of rehabilitation and upgradation to two lanes with the paved shoulder four lane configuration of design Km. 0/00 (at Karad) to Km. 58/830 (at Tasgaon) NH-266 on EPC mode in the State of Maharashtra पुनर्वास का अनुमान और प्रशस्त कंधे चार के साथ दो गलियों में उन्नयन डिजाइन के लेन विन्यास किमी 0/00 (कराड़ में) से कि.मी. 58/830 (तासगाव में) NH-266 महाराष्ट्र राज्य में ईपीसी मोड पर,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57969,155.03,126.101,28.929,0.0278
57970,MO/2018/57970,Up-gradation of Chalisgaon-Nandgaon section III of NH 753J from chainage 103+000 Km to 147+425 Km to two lanes with paved shoulder of [Jalgaon - Bhadgaon - Chalisgaon - Nandgaon - Manmad -NH 753J (44.425 Km)] in the state of Maharashtra on EPC mode मोड,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57970,97.334,87.57,9.764,0.0
57973,MO/2018/57973,"Prepration of DPR for newly declared NH in the State of Madhya Pradesh under Packages- I,II & IV. Details of bids proposed for approval are as below:- (NH-146B Nasrullaganj- Rehti to Budhanni Road 0+000 to 47+400 k.m.) प्रिपरेसन ऑफ DPR फॉर न्यूली डिक्लियर्ड NH इन द स्टेट ऑफ मध्य प्रदेश अंडर पैकेज - I,II & IV. डिटेल्स ऑफ बीड्स प्रपोस्ड फॉर अप्रूवल अर एस बिलो:- (एनएच - 146B नसरुल्लागंज- रेहटी टु बुधनी रोड 0+000 टु 47+400 कि.मी.)",https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57973,213.48,49.48,164.0,0.408
57978,MO/2018/57978,Widening to two lane with Paved Shoulders From Km . 20 . 150 to Km . 40 . 000 of B . C . Road to Kottigehara Section of NH - 234 ( New NH - 73 ) in State of Karnataka on EPC Mode ( Job No . Nh - 234 - KNT - 2017 - 18 - 875 ) विडेनिंग तो तवो लेन विथ पवेद शोल्डर्स फ्रॉम कम . २० . १५० तो कम . ४० . ००० ऑफ़ बी . स . रोड तो कोट्टिगेहरा सेक्शन ऑफ़ नह - २३४ ( नई नह - ७३ ) इन स्टेट ऑफ़ कर्नाटक ों एप्स मोड ( जॉब नो . नह - २३४ - कन्ठ - २०१७ - १८ - ८७५ ),https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57978,120.0,70.0,50.0,0.0
57983,MO/2018/57983,Estimate of rehabilitation and upgradation to two lanes with the paved shoulder of Design Km. 58/830 at Tasgaon to Km. 81/829 at Shirdhon (Tasgaon-Shirdhon) on NH-266 EPC mode in the State of Maharashtra पुनर्वास का अनुमान और प्रशस्त कंधे चार के साथ दो गलियों में उन्नयन डिजाइन के लेन विन्यास किमी ५८/८३० (तासगाव में) से कि.मी. ८१/८२९ (शिरधोन में) राम-२६६ महाराष्ट्र राज्य में ईपीसी मोड पर,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57983,95.825,55.0,40.825,0.0
57986,MO/2018/57986,Rehabilitation and upgradation of Ahmednagar Bypass to Kharwandi Kasar (Pathardi) section of NH-222 from Km. 232.00 to Km. 284.000 on EPC mode in the State of Maharashtra on EPC mode under NHDP-IV NHDP-िव,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57986,103.79,90.57,13.22,0.0
57992,MO/2018/57992,Construction of two lane with paved shoulder Bahraich Bypass from Km. 92.547 to 99.000 of NH-28C in the state of Uttar Pradesh on EPC mode under NHDP-IV. रा0मा0 सं0-28सी के कि0मी0 92.547 से 99.000 तक बहराइच बाईपास के निर्माण कार्य,https://bhoomirashi.gov.in/auth/revamp/prep_public.cshtml?nid=1&project_id=57992,40.0,0.0,40.0,0.0
